title,abstract,authors,year,venue,journal,url,isOpenAccess,openAccessPdf,citationCount,referenceCount,isInfluential,publicationTypes,fieldsOfStudy,externalIds,influentialCitationCount,authors_names,publicationTypes_str,externalIds_str
A first systematic mapping study on combinatorial interaction testing for software product lines,,"[{'authorId': '1398727904', 'name': 'R. Lopez-Herrejon'}, {'authorId': '21852047', 'name': 'Stefan Fischer'}, {'authorId': '1776455', 'name': 'Rudolf Ramler'}, {'authorId': '1690528', 'name': 'Alexander Egyed'}]",2015.0,"International Conference on Software Testing, Verification and Validation Workshops","{'pages': '1-10', 'name': '2015 IEEE Eighth International Conference on Software Testing, Verification and Validation Workshops (ICSTW)'}",https://www.semanticscholar.org/paper/dab84219bbe54cdeee7f7e9f454bbdbf47b52255,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1109/ICSTW.2015.7107435?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/ICSTW.2015.7107435, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",81.0,75.0,,"['JournalArticle', 'Conference']",['Computer Science'],"{'MAG': '1517156259', 'DBLP': 'conf/icst/Lopez-Herrejon015', 'DOI': '10.1109/ICSTW.2015.7107435', 'CorpusId': 7402885}",6.0,"R. Lopez-Herrejon, Stefan Fischer, Rudolf Ramler, Alexander Egyed","JournalArticle, Conference","MAG:1517156259, DBLP:conf/icst/Lopez-Herrejon015, DOI:10.1109/ICSTW.2015.7107435, CorpusId:7402885"
A systematic review of machine learning techniques for software fault prediction,,"[{'authorId': '1944388', 'name': 'R. Malhotra'}]",2015.0,Applied Soft Computing,"{'volume': '27', 'pages': '504-518', 'name': 'Appl. Soft Comput.'}",https://www.semanticscholar.org/paper/00595e7fc0efcfa6f932956f22392a5933a9e4a9,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1016/j.asoc.2014.11.023?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/j.asoc.2014.11.023, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",600.0,152.0,,"['JournalArticle', 'Review']",['Computer Science'],"{'MAG': '2026750231', 'DBLP': 'journals/asc/Malhotra15', 'DOI': '10.1016/j.asoc.2014.11.023', 'CorpusId': 205705650}",38.0,R. Malhotra,"JournalArticle, Review","MAG:2026750231, DBLP:journals/asc/Malhotra15, DOI:10.1016/j.asoc.2014.11.023, CorpusId:205705650"
A Systematic Literature Review of Software Product Line Management Tools,,"[{'authorId': '145526242', 'name': 'Juliana Alves Pereira'}, {'authorId': '3249455', 'name': 'K. Constantino'}, {'authorId': '46653229', 'name': 'Eduardo Figueiredo'}]",2015.0,International Conference on Software Reuse,{'pages': '73-89'},https://www.semanticscholar.org/paper/9907cebe57889daaca1aecadf016768d4e00f319,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/978-3-319-14130-5_6?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/978-3-319-14130-5_6, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",65.0,62.0,,"['JournalArticle', 'Conference', 'Review']",['Computer Science'],"{'MAG': '149184453', 'DBLP': 'conf/icsr/PereiraCF15', 'DOI': '10.1007/978-3-319-14130-5_6', 'CorpusId': 16086096}",7.0,"Juliana Alves Pereira, K. Constantino, Eduardo Figueiredo","JournalArticle, Conference, Review","MAG:149184453, DBLP:conf/icsr/PereiraCF15, DOI:10.1007/978-3-319-14130-5_6, CorpusId:16086096"
Clafer: unifying class and feature modeling,,"[{'authorId': '34887461', 'name': 'K. Bak'}, {'authorId': '1806625', 'name': 'Z. Diskin'}, {'authorId': '1702595', 'name': 'M. Antkiewicz'}, {'authorId': '1726889', 'name': 'K. Czarnecki'}, {'authorId': '1723400', 'name': 'A. Wąsowski'}]",2014.0,Journal of Software and Systems Modeling,"{'volume': '15', 'pages': '811 - 845', 'name': 'Software & Systems Modeling'}",https://www.semanticscholar.org/paper/f6a3f2f0872952d1979497eec29e8850e0a105a5,True,"{'url': 'https://pure.itu.dk/portal/files/81825024/2016_sosym_clafer.pdf', 'status': 'GREEN', 'license': 'other-oa', 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/s10270-014-0441-1?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/s10270-014-0441-1, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",117.0,65.0,,['JournalArticle'],['Computer Science'],"{'MAG': '1986958631', 'DBLP': 'journals/sosym/BakDACW16', 'DOI': '10.1007/s10270-014-0441-1', 'CorpusId': 14490581}",15.0,"K. Bak, Z. Diskin, M. Antkiewicz, K. Czarnecki, A. Wąsowski",JournalArticle,"MAG:1986958631, DBLP:journals/sosym/BakDACW16, DOI:10.1007/s10270-014-0441-1, CorpusId:14490581"
Measuring Energy Consumption for Web Service Product Configuration,,"[{'authorId': '32858310', 'name': 'I. M. Murwantara'}, {'authorId': '1782928', 'name': 'B. Bordbar'}, {'authorId': '1805698', 'name': 'Leandro L. Minku'}]",2014.0,International Conference on Information Integration and Web-based Applications & Services,{'name': 'Proceedings of the 16th International Conference on Information Integration and Web-based Applications & Services'},https://www.semanticscholar.org/paper/2c08b3449ab798542c3af54131d7b794b0a81f06,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/2684200.2684314?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/2684200.2684314, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",16.0,18.0,,"['JournalArticle', 'Book']",['Computer Science'],"{'DBLP': 'conf/iiwas/MurwantaraBM14', 'MAG': '2068711726', 'DOI': '10.1145/2684200.2684314', 'CorpusId': 14517395}",3.0,"I. M. Murwantara, B. Bordbar, Leandro L. Minku","JournalArticle, Book","DBLP:conf/iiwas/MurwantaraBM14, MAG:2068711726, DOI:10.1145/2684200.2684314, CorpusId:14517395"
Patterns in the Chaos—A Study of Performance Variation and Predictability in Public IaaS Clouds,"Benchmarking the performance of public cloud providers is a common research topic. Previous work has already extensively evaluated the performance of different cloud platforms for different use cases, and under different constraints and experiment setups. In this article, we present a principled, large-scale literature review to collect and codify existing research regarding the predictability of performance in public Infrastructure-as-a-Service (IaaS) clouds. We formulate 15 hypotheses relating to the nature of performance variations in IaaS systems, to the factors of influence of performance variations, and how to compare different instance types. In a second step, we conduct extensive real-life experimentation on four cloud providers to empirically validate those hypotheses. We show that there are substantial differences between providers. Hardware heterogeneity is today less prevalent than reported in earlier research, while multitenancy has a dramatic impact on performance and predictability, but only for some cloud providers. We were unable to discover a clear impact of the time of the day or the day of the week on cloud performance.","[{'authorId': '1910406', 'name': 'P. Leitner'}, {'authorId': '2897763', 'name': 'Jürgen Cito'}]",2014.0,ACM Trans. Internet Techn.,"{'volume': '16', 'pages': '1 - 23', 'name': 'ACM Transactions on Internet Technology (TOIT)'}",https://www.semanticscholar.org/paper/759d92657973e2eb8314da0f4869339369ee6dd8,True,"{'url': 'https://www.zora.uzh.ch/id/eprint/122874/1/toit2015.pdf', 'status': 'GREEN', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/1411.2429, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",235.0,71.0,,"['JournalArticle', 'Review']",['Computer Science'],"{'MAG': '2950100214', 'ArXiv': '1411.2429', 'DBLP': 'journals/toit/LeitnerC16', 'DOI': '10.1145/2885497', 'CorpusId': 15090230}",20.0,"P. Leitner, Jürgen Cito","JournalArticle, Review","MAG:2950100214, ArXiv:1411.2429, DBLP:journals/toit/LeitnerC16, DOI:10.1145/2885497, CorpusId:15090230"
On strategies for testing software product lines: A systematic literature review,,"[{'authorId': '144169871', 'name': 'I. Machado'}, {'authorId': '1724425', 'name': 'J. McGregor'}, {'authorId': '2437661', 'name': 'Y. Cavalcanti'}, {'authorId': '145910365', 'name': 'E. Almeida'}]",2014.0,Information and Software Technology,"{'volume': '56', 'pages': '1183-1199', 'name': 'Inf. Softw. Technol.'}",https://www.semanticscholar.org/paper/10aa0fd041168687e0a22b4e77d7623cf447b15e,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1016/j.infsof.2014.04.002?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1016/j.infsof.2014.04.002, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",155.0,66.0,,"['JournalArticle', 'Review']","['Computer Science', 'Engineering']","{'MAG': '2065587836', 'DBLP': 'journals/infsof/MachadoMCA14', 'DOI': '10.1016/j.infsof.2014.04.002', 'CorpusId': 8497188}",11.0,"I. Machado, J. McGregor, Y. Cavalcanti, E. Almeida","JournalArticle, Review","MAG:2065587836, DBLP:journals/infsof/MachadoMCA14, DOI:10.1016/j.infsof.2014.04.002, CorpusId:8497188"
Search based software engineering for software product line engineering: a survey and directions for future work,,"[{'authorId': '145836176', 'name': 'M. Harman'}, {'authorId': '145401173', 'name': 'Yue Jia'}, {'authorId': '1824150', 'name': 'J. Krinke'}, {'authorId': '3169349', 'name': 'W. Langdon'}, {'authorId': '1923360', 'name': 'J. Petke'}, {'authorId': '2145793494', 'name': 'Yuanyuan Zhang'}]",2014.0,Software Product Lines Conference,{'name': 'Proceedings of the 18th International Software Product Line Conference - Volume 1'},https://www.semanticscholar.org/paper/9992f1d6978c1e9442bf519aa213f5ca4e2159f8,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/2648511.2648513?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/2648511.2648513, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",148.0,166.0,,"['Book', 'JournalArticle', 'Review']","['Computer Science', 'Engineering']","{'DBLP': 'conf/splc/HarmanJKLPZ14', 'MAG': '2014938705', 'DOI': '10.1145/2648511.2648513', 'CorpusId': 8395709}",12.0,"M. Harman, Yue Jia, J. Krinke, W. Langdon, J. Petke, Yuanyuan Zhang","Book, JournalArticle, Review","DBLP:conf/splc/HarmanJKLPZ14, MAG:2014938705, DOI:10.1145/2648511.2648513, CorpusId:8395709"
Performance-based selection of software and hardware features under parameter uncertainty,,"[{'authorId': '8102329', 'name': 'L. Elorza'}, {'authorId': '1808957', 'name': 'Catia Trubiani'}, {'authorId': '1808942', 'name': 'V. Cortellessa'}, {'authorId': '7809921', 'name': 'Goiuria Sagardui Mendieta'}]",2014.0,International ACM SIGSOFT Conference on Quality of Software Architectures,{'pages': '23-32'},https://www.semanticscholar.org/paper/c4242f68d8a38544ee6011064185da6aeb45e950,False,"{'url': '', 'status': 'CLOSED', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/2602576.2602585?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/2602576.2602585, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",40.0,26.0,,['JournalArticle'],"['Computer Science', 'Engineering']","{'DBLP': 'conf/qosa/EtxeberriaTCS14', 'MAG': '2001520071', 'DOI': '10.1145/2602576.2602585', 'CorpusId': 15627930}",1.0,"L. Elorza, Catia Trubiani, V. Cortellessa, Goiuria Sagardui Mendieta",JournalArticle,"DBLP:conf/qosa/EtxeberriaTCS14, MAG:2001520071, DOI:10.1145/2602576.2602585, CorpusId:15627930"
A Classification and Survey of Analysis Strategies for Software Product Lines,,"[{'authorId': '1691006', 'name': 'Thomas Thüm'}, {'authorId': '1721771', 'name': 'S. Apel'}, {'authorId': '145832795', 'name': 'Christian Kästner'}, {'authorId': '145366014', 'name': 'Ina Schaefer'}, {'authorId': '1746173', 'name': 'G. Saake'}]",2014.0,ACM Computing Surveys,"{'volume': '47', 'pages': '1 - 45', 'name': 'ACM Computing Surveys (CSUR)'}",https://www.semanticscholar.org/paper/1b0adcf3ad6532fc913fab4879fbbbaf5aaa0fb3,True,"{'url': 'https://www.cs.cmu.edu/~ckaestne/pdf/CSUR14.pdf', 'status': 'GREEN', 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1145/2580950?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/2580950, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}",524.0,171.0,,"['JournalArticle', 'Review']",['Computer Science'],"{'MAG': '2048064553', 'DBLP': 'journals/csur/ThumAKSS14', 'DOI': '10.1145/2580950', 'CorpusId': 9766972}",41.0,"Thomas Thüm, S. Apel, Christian Kästner, Ina Schaefer, G. Saake","JournalArticle, Review","MAG:2048064553, DBLP:journals/csur/ThumAKSS14, DOI:10.1145/2580950, CorpusId:9766972"
Guidelines for snowballing in systematic literature studies and a replication in software engineering,"Background: Systematic literature studies have become common in software engineering, and hence it is important to understand how to conduct them efficiently and reliably.
 Objective: This paper presents guidelines for conducting literature reviews using a snowballing approach, and they are illustrated and evaluated by replicating a published systematic literature review.
 Method: The guidelines are based on the experience from conducting several systematic literature reviews and experimenting with different approaches.
 Results: The guidelines for using snowballing as a way to search for relevant literature was successfully applied to a systematic literature review.
 Conclusions: It is concluded that using snowballing, as a first search strategy, may very well be a good alternative to the use of database searches.","[{'authorId': '1714524', 'name': 'C. Wohlin'}]",2014.0,International Conference on Evaluation & Assessment in Software Engineering,{'pages': '38:1-38:10'},https://www.semanticscholar.org/paper/0961e2650b3a62a1d198a046bef5f0700ab8c08f,True,"{'url': 'http://www.wohlin.eu/ease14.pdf', 'status': 'GREEN', 'license': 'public-domain', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1145/2601248.2601268?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1145/2601248.2601268, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}",4071.0,31.0,,"['JournalArticle', 'Review']",['Computer Science'],"{'MAG': '1975675278', 'DBLP': 'conf/ease/Wohlin14', 'DOI': '10.1145/2601248.2601268', 'CorpusId': 3348787}",242.0,C. Wohlin,"JournalArticle, Review","MAG:1975675278, DBLP:conf/ease/Wohlin14, DOI:10.1145/2601248.2601268, CorpusId:3348787"
