DOI,Title,Authors,Journal,Year,Abstract,LitmapsId,Cited By,References,PubMedId,Tags
10.1145/3512716.3512722,Software Development Practice: How Organisation Dynamics Inhibit the Utilization of Process Tools in Small Software Companies,"Micheal Tuape, Victoria T. Hasheela-Mufeti, P. Iiyambo, A. Kayanda, Jussi Kasurinen",International Conference on Software and Information Engineering,2021,"Low-quality software products are synonymous with small software companies, yet thousands of process tools and methods are available, although unfortunately, they remain unutilized. The utilization of these process tools are said to be very challenging to small software companies with the difficulty of adaptability tagged to the context in which the companies operate since the process tools are not designed to take care of the operational context of the small software companies. This survey study was undertaken to empirically investigate the implication of the organizational dynamics on using process tools in SSCs. A total of 115 respondents from Tanzania, Namibia, and Ghana were reached through a structured questionnaire. Our findings reveal that the ad-hoc behaviors and attitude breed a culture that inhibits procedural and process-intensive practices synonymous with most software engineering process tools. This finding is interesting because this area has been underestimated while looking at software practice, yet it is significant in understanding practice in relation to software process tools, significantly how small software companies can be helped to adopt the different tools and also provide a mechanism to help the designers of process tools make tools that are usable in the context of the practice of SSCs.",19741988,3,35,,
10.1145/3631976,Early Validation and Verification of System Behaviour in Model-based Systems Engineering: A Systematic Literature Review,"Johan Cederbladh, A. Cicchetti, Jagadish Suryadevara",ACM Transactions on Software Engineering and Methodology,2023,"In the Systems Engineering (SE) domain there has been a paradigm shift from document-based to model-based system development artefacts; in fact, new methodologies are emerging to meet the increasing complexity of current systems and the corresponding growing need of digital workflows. In this regard, Model-Based Systems Engineering (MBSE) is considered as a key enabler by many central players of the SE community. MBSE has reached an adequate level of maturity, and there exist documented success stories in its adoption in industry. In particular, one significant benefit of utilising MBSE when compared to the traditional manual and document-centric workflows is that models are available from early phases of systems development; these enable a multitude of analyses prior any implementation effort together with other relevant capabilities, like the automation of development tasks. Nonetheless, it is noticeable there is a lack of a common understanding for how formal analyses for the verification and validation (V&V) of systems behaviour, specifically in the early phases of development, could be placed in an MBSE setting. In this article, we report on the planning, execution, and results of a systematic literature review regarding the early V&V of systems behaviour in the context of model-based systems engineering. The review aims to provide a structured representation of the state of the art with respect to motivations, proposed solutions, and limitations. From an initial set of potentially relevant 701 peer-reviewed publications we selected 149 primary studies, which we analysed according to a rigorous data extraction, analysis, and synthesis process. Based on our results, early V&V has usually the goal of checking the quality of a system design to avoid discovering flaws when parts are being concretely realised; SysML is a de facto standard for describing the system under study, while the solutions for the analyses tend to be varied; also V&V analyses tend to target varied properties with a slight predominance of functional concerns, and following the variation mentioned so far the proposed solutions are largely context specific; the proposed approaches are usually presented without explicit limitations, while when limitations are discussed, readiness of the solutions, handling of analyses simplifications/assumptions, and languages/tools integration are among the most frequently mentioned issues. Based on the survey results and the standard SE practices, we discuss how the current state-of-the-art MBSE supports early V&V of systems behaviour with a special focus on industrial adoption and identify relevant challenges to be researched further.",266111271,40,31,,
10.1016/j.infsof.2020.106473,Industry-Academia research collaboration in software engineering: The Certus model,"D. Marijan, A. Gotlieb",Information and Software Technology,2020,(missing abstract),278545011,42,56,,
10.1016/j.ejrh.2025.102460,Nature-based solutions for flood mitigation in Canadian urban centers: A review of the state of research and practice,"aliasghar zoghi, Émilie Bilodeau, Muhammad Naveed Khaliq, Yeowon Kim, Jean-Luc Martel, Jennifer Drake",Journal of Hydrology: Regional Studies,2025,(missing abstract),287074741,2,116,,
10.48550/arxiv.2507.14554,Emerging Trends in Software Architecture from the Practitioners Perspective: A Five Year Review,"Ruoyu Su, Noman Ahmad, Matteo Esposito, Andrea Janes, Davide Taibi, Valentina Lenarduzzi",arXiv.org,2025,"Software architecture plays a central role in the design, development, and maintenance of software systems. With the rise of cloud computing, microservices, and containers, architectural practices have diversified. Understanding these shifts is vital. This study analyzes software architecture trends across eight leading industry conferences over five years. We investigate the evolution of software architecture by analyzing talks from top practitioner conferences, focusing on the motivations and contexts driving technology adoption. We analyzed 5,677 talks from eight major industry conferences, using large language models and expert validation to extract technologies, their purposes, and usage contexts. We also explored how technologies interrelate and fit within DevOps and deployment pipelines. Among 450 technologies, Kubernetes, Cloud Native, Serverless, and Containers dominate by frequency and centrality. Practitioners present technology mainly related to deployment, communication, AI, and observability. We identify five technology communities covering automation, coordination, cloud AI, monitoring, and cloud-edge. Most technologies span multiple DevOps stages and support hybrid deployment. Our study reveals that a few core technologies, like Kubernetes and Serverless, dominate the contemporary software architecture practice. These are mainly applied in later DevOps stages, with limited focus on early phases like planning and coding. We also show how practitioners frame technologies by purpose and context, reflecting evolving industry priorities. Finally, we observe how only research can provide a more holistic lens on architectural design, quality, and evolution.",289365129,0,33,,
10.24840/2183-0606_007.003_0006,"The Use of Design Thinking in Transdisciplinary Research and Innovation Consortia: Challenges, Enablers, and Benefits","A. Gonera, R. Pabst",Journal of Innovation Management,2019,"The innovation management literature describes a competitive advantage when applying Design Thinking (DT) in corporate environments. In this paper we study the perceived challenges, enablers, and benefits for implementing DT in publicly funded transdisciplinary industry-academia research and innovation consortia (RIC). We facilitate and investigate five large RIC from the food and high-tech industry in Norway and Germany using an explorative qualitative action research design. Our research shows that the challenges of using DT in RIC are to some extent comparable to those for the corporate context. Additionally, we identify distinct challenges for RIC. Benefits from using DT in RIC are stronger user and innovation focus, better transdisciplinary collaboration, and triangulation of qualitative with scientific data. We suggest that complex RIC benefit from an intermediary (DT) role translating business needs into research questions, and research results into understandable and business-relevant information and innovation.",32480089,29,52,,
10.1145/3461001.3474301,Bridging the gap: voices from industry and research on industrial relevance of SPLC,"Klaus Schmid, Rick Rabiser, M. Becker, Goetz Botterweck, M. Galster, Iris Groher, Danny Weyns",SPLC,2021,"Product line engineering emerged from a fruitful interaction of applied research in academia, industry research, and software engineering practice. SPLC was created as the primary venue to exchange ideas on this emerging topic and integrate the communities. Yet, today, SPLC is mostly regarded as an academic conference with little industry participation. Since a strong integration of academia and industry is often seen positive, here, we try to better understand motivations for practitioners to visit academic conferences like SPLC and the impact this has on such conferences. This analysis is based on nine systematic interviews with practitioners and researchers, who have been members of the SPLC community and other leading software engineering communities for a long time. Our preliminary results clarify the relevance and interest of practitioners and researchers to exchange knowledge and learn when attending scientific software engineering conferences such as SPLC. Yet, the results also highlight the differences between the goals of industry and academic conference participants, which often lead to inefficiencies and even barriers for constructive interaction at scientific conferences such as SPLC. We use this as a basis for pointing out further discussion points, both from the perspective of the interviewees as well as the authors.",40396600,4,13,,
10.23919/mipro55190.2022.9803658,Questionnaire Approach for Assessing Software Engineering and Quality Assurance Practices,"Timo Hynninen, S. Jantunen","International Convention on Information and Communication Technology, Electronics and Microelectronics",2022,"The industry-academia gap is one of the persistent challenges of Software Engineering education. Software development is a rapidly moving industry, and academia is not quick enough to adapt to the changing software engineering profession. To this end, this paper introduces a project that seeks to bridge the Software Engineering -related industry-academia gap in the Finnish region of South Savo. The project intends to bring together regional software engineering companies with teachers, developers, and students in higher education. The objective of such a community is to provide a platform for discussion and the development of collaborative models to improve education and interaction. As the first step towards building the community, we are building a better understanding of the software development companies in the region. In this paper, we describe our method of inquiry and early experiences for understanding companies’ type of business, software engineering activities, and attitude towards collaboration. The preliminary results show that our method of inquiry was perceived as useful for both industry and academia. While we were able to gather useful information about the industry practices and feedback for higher education about the skills graduates should possess, industry representatives considered the data gathering as an opportunity for self-reflection.",13325836,1,18,,
10.1145/3724363.3729036,Bridging Academia and Industry: Leveraging Generative AI in a Software Engineering Course for Practical Industry Experiences,"Daniel Mejia, Ernest D.V. Holmes, Jenn Marroquin, Jamie Gorson Benario",Annual Conference on Innovation and Technology in Computer Science Education,2025,"The rapid adoption of generative AI across the tech industry demands a corresponding evolution in educational practices. By proactively incorporating generative AI, educational institutions can ensure their programs remain relevant and continue to provide students with the skills necessary for career success. This work presents an intro Software Engineering course, Software Development Studio (SDS), designed and implemented by Google in collaboration with faculty, to ensure students acquire industry-relevant skills. The course focuses on integrating generative AI tools into software engineering practices, mirroring the evolving methodologies used by professionals in the field. The curriculum emphasizes practical, real-world projects, providing early undergraduate computer science students hands-on experience using generative AI tools. Data collected during the Spring 2024 semester from students and faculty reveals a positive experience and enhancement of software engineering learning through the integration of generative AI.",288260693,0,17,,
10.1002/smr.1927,Using agile methods for the development of green and sustainable software: Success factors for GSD vendors,"Nasir Rashid, S. Khan",J. Softw. Evol. Process.,2018,"Over the last decade, the use of agile methods has grown dramatically for software development. Agile methods guarantee to accelerate the delivery of remarkable software with increased user satisfaction and reduced cost. However, in recent years, due to the emergence of green software engineering, software developers are compelled to focus more on green and sustainable aspects of software. Green software engineering aims to design, develop, and use the software with confined energy and computing resources. Recently, software engineers in global software development have adapted agile methods for quick, interactive, and environment‐friendly software development.",219055507,15,94,,
10.1007/s11219-022-09613-1,"Ergo, SMIRK is safe: a safety case for a machine learning component in a pedestrian automatic emergency brake system","Markus Borg, Jens Henriksson, Kasper Socha, Olof Lennartsson, Elias Sonnsjo Lonegren, T. Bui, Piotr Tomaszewski, S. Sathyamoorthy, Sebastian Brink, M. H. Moghadam",Software quality journal,2022,"Integration of machine learning (ML) components in critical applications introduces novel challenges for software certification and verification. New safety standards and technical guidelines are under development to support the safety of ML-based systems, e.g., ISO 21448 SOTIF for the automotive domain and the Assurance of Machine Learning for use in Autonomous Systems (AMLAS) framework. SOTIF and AMLAS provide high-level guidance but the details must be chiseled out for each specific case. We initiated a research project with the goal to demonstrate a complete safety case for an ML component in an open automotive system. This paper reports results from an industry-academia collaboration on safety assurance of SMIRK, an ML-based pedestrian automatic emergency braking demonstrator running in an industry-grade simulator. We demonstrate an application of AMLAS on SMIRK for a minimalistic operational design domain, i.e., we share a complete safety case for its integrated ML-based component. Finally, we report lessons learned and provide both SMIRK and the safety case under an open-source license for the research community to reuse.",285452672,23,87,,
10.1145/3084226.3084264,What industry wants from academia in software testing?: Hearing practitioners' opinions,"V. Garousi, M. Felderer, M. Kuhrmann, Kadir Herkiloglu",International Conference on Evaluation & Assessment in Software Engineering,2017,"The level of industry-academia collaboration (IAC) in software engineering in general and in software testing in particular is quite low. Many researchers and practitioners are not collaborating with the ""other side"" to solve industrial problems. To shed light on the above issue and to characterize precisely what industry wants from academia in software testing, we solicited practitioners' opinions on their challenges in different testing activities and also the particularly relevant topics that they want the research community to work on. This short paper aims to draw the community's attention to the important issue of strengthening IAC with the hope of more IAC in software testing in the areas of most importance to the industry.",131097077,71,23,,
10.1186/s40309-022-00196-5,Energizing collaborative industry-academia learning: a present case and future visions,"Petri Kettunen, Janne Järvinen, Tommi Mikkonen, Tomi Männistö",European Journal of Futures Research,2022,"Abstract In Industry-Academia Collaborations (IAC) both academic, scientific research results and industrial practitioner findings and experiences are produced. Both types of knowledge should be gathered, codified, and disseminated efficiently and effectively. This paper investigates a recent (2014–2017) large-scale IAC R&amp;D&amp;I program case (Need for Speed, N4S) from a learning perspective. It was one of the programs in the Finnish SHOK (Strategic Centres of Science, Technology, and Innovation) system. The theoretical bases are in innovation management, knowledge management, and higher education (university) pedagogy. In the future, IAC projects should be more and more commonplace since major innovations are hardly ever done in isolation, not even by the largest companies. Both intra-organizational and inter-organizational learning networks are increasingly critical success factors. Collaborative learning capabilities will thus be required more often from all the participating parties. Efficient and effective knowledge creation and sharing are underpinning future core competencies. In this paper, we present and evaluate a collaboratively created and publicly shared digital knowledge repository called “Treasure Chest” produced during our case program. The starting point was a jointly created Strategic Research and Innovation Agenda (SRIA), which defined the main research themes and listed motivating research questions to begin with—i.e., intended learning outcomes (ILO). During the 4-year program, our collaborative industry-academia (I-A) learning process produced a range of theoretical and empirical results, which were iteratively collected and packaged into the Treasure Chest repository. Outstandingly, it contained, in addition to traditional research documents, narratives of the industrial learning experiences and more than 100 actionable knowledge items. In conclusion, our vision of the future is that such transparently shared, ambitious, and versatile outcome goals with a continuous integrative collection of the results are keys to effective networked I-A collaboration and learning. In that way, the N4S largely avoided the general problem of often conflicting motives between industrial firms seeking answers and applied solutions to their immediate practical problems and academic researchers aiming at more generalizable knowledge creation and high-quality scientific publications.",100902215,31,22,,
10.2312/visgap.20201109,From Research Topic to Industrial Practice: An Experience Report,"Petra Gospodnetić, M. Rauhut, H. Hagen",VisGap@Eurographics/EuroVis,2020,"Continuous technological progress requires both research and industry to work together. It is a necessity which cannot and should not be avoided. However, due to different interests of the two, it is often accompanied by various challenges. The inability to foresee and overcome the challenges can greatly impact the quality of collaboration results and thus chances of such results being used further by the industry. In this paper, we provide background on the topic and emphasize frequently discussed points. Focus of the work are industry-academia collaborations in applied computer science research such as visualization. For that purpose, a set of requirements is recognized and provided for both industry and research community. Further, we provide an overview of challenges recognized over years of experience from working in industry-academia collaborations. Together, the challenges indicate the gap between the industry and research which is inherently transferred further onto results of collaborative research. Finally, we discuss various possibilities for both industry and research to reduce the gap.",34353515,1,13,,
10.1109/icic50835.2020.9288582,Does System Based on Artificial Intelligence Need Software Engineering Method? Systematic Review,"Irdina Wanda Syahputri, R. Ferdiana, S. Kusumawardani",2020 Fifth International Conference on Informatics and Computing (ICIC),2020,"Software engineering is the most important stage in developing a system. Software engineering is used to facilitate developers in developing systems in the form of a mobile, web, or artificial intelligence-based system. Systematic Review is a way to find data and related problems that can strengthen a person to conduct a study. In this paper. Researchers conducted a systematic review to find whether an Artificial Intelligence-based system requires Software Engineering when designing the system. The main purpose of this systematic review is to gather prior research related to developing Artificial Intelligence-based systems from design to the implementation phase and discover what methods are they common use in developing their systems and define what is the reason behind they selected method or even does not use Software Engineering methods in developing them.",31059166,3,46,,
10.1145/3084226.3084279,"Industry-academia collaborations in software engineering: An empirical analysis of challenges, patterns and anti-patterns in research projects","V. Garousi, M. Felderer, J. Fernandes, Dietmar Pfahl, M. Mäntylä",EASE,2017,"Research collaboration between industry and academia supports improvement and innovation in industry and helps to ensure industrial relevance in academic research. However, many researchers and practitioners believe that the level of joint industry-academia collaboration (IAC) in software engineering (SE) research is still relatively low, compared to the amount of activity in each of the two communities. The goal of the empirical study reported in this paper is to exploratory characterize the state of IAC with respect to a set of challenges, patterns and anti-patterns identified by a recent Systematic Literature Review study. To address the above goal, we gathered the opinions of researchers and practitioners w.r.t. their experiences in IAC projects. Our dataset includes 47 opinion data points related to a large set of projects conducted in 10 different countries. We aim to contribute to the body of evidence in the area of IAC, for the benefit of researchers and practitioners in conducting future successful IAC projects in SE. As an output, the study presents a set of empirical findings and evidence-based recommendations to increase the success of IAC projects.",177761150,25,9,,
10.1002/cae.22785,Gamification strategy to promote social and human factors in the training of software engineers: A case study,"Gloria Piedad Gasca‐Hurtado, Liliana Machuca‐Villegas",Computer Applications in Engineering Education,2024,"Software Engineering is a discipline frequently reflected in training strategies. This discipline requires certain levels of abstraction to achieve the competencies and skills necessary for the professional development of future software developers. The software industry increasingly demands that professionals in this discipline have social and human skills to achieve highly productive teams. Therefore, these teams should respond to such demands in a world with increasing dependence on technology and the development of software products. Traditional pedagogical strategies often need help adapting to the new generations of software engineers and responding in a limited way to the demands of teaching processes related to this discipline. This article evaluates a gamification‐based strategy designed for the Software Engineering course at a Latin American higher education institution. This course addressed software project management as a training objective. Such a strategy was designed with a gamification‐based model to influence the productivity of software development teams. The results of using the model show its efficiency and usefulness as a guide for implementing new strategies based on gamification that considers social and human factors (SHFs) to intervene in the productivity of software development teams. The challenges designed in the proposal presented managed to promote SHFs in the participants, according to the analysis of the prepared case study. According to these results, the factors considered relate to skills and experience in managing software development projects, motivation, and communication. The activities executed by the participants in the context of the case study strengthened the human side of the team and allowed its growth to achieve its objectives.",275253215,5,37,,
10.1109/cesser-ip.2019.00010,Mind the Gap: Are Practitioners and Researchers in Software Testing Speaking the Same Language?,"Ronnie E. S. Santos, A. Bener, M. Baldassarre, C. V. C. Magalhães, Jorge S. Correia Neto, F. Silva",2019 IEEE/ACM Joint 7th International Workshop on Conducting Empirical Studies in Industry (CESI) and 6th International Workshop on Software Engineering Research and Industrial Practice (SER&IP),2019,"Context. Software testing is the area of software engineering focused on determining whether a software meets the planned requirements and on evaluating its quality. Lately, academic researchers have increased their attention in this topic due to the impact of its success on software projects. However, recent studies have discussed that practitioners and researchers might have different views regarding what is important to explore and study in order to improve the software testing process. Goal. This study aims to investigate the differences of interests between academic researchers and practitioners in software testing, pointing out observable convergences and divergences between the two communities. Method. A mixed-method approach based on a mapping study, a quantitative study and a focus group was applied to collect quantitative and qualitative data from professionals and academic sources. Results. Our results confirm the existence of a gap between the two communities and the findings suggest that, while researchers are mainly focused on the proposition of novel tools and techniques, practitioners are more interested in issues related to the evaluation and discussions of existing approaches, tools and techniques. Therefore, academic researchers might consider identify, understand and modify the existing tools and strategies, instead of building new ones. Conclusion. In general, the distinction between the two groups is noticeable and there is only one strong mutual interest between both practitioners and researchers, namely, test automation. Therefore, there is a need for the development of strategies that reduce the gap between academia and industrial practice and bring them closer in order to increase the quality of the software testing processes.",217853182,9,30,,
10.5753/sbsi_estendido.2025.246884,Intelligent Platform for Industry-Academia Collaboration in Research Project and Researcher Prospecting,"Denis de Gois Marques, Cleyton Rodrigues, W. Santos",Brazilian Symposium on Information Systems,2025,"One of the main factors influencing the adoption of new technologies in industry and government is the collaboration between Industry, Academia, and Government. Through Research and Development, it is possible to drive digital transformations and create new applied technologies. This paper proposes conducting Systematic Literature Reviews (SLR) and developing an intelligent platform that uses Natural Language Processing techniques and Large Language Models to enhance these collaborations. So far, we have completed two comprehensive SLR, developed two versions of a project prototype, and the goal is to enable information sharing and interconnection with institutions and researchers.",286920735,0,14,,
10.1145/3571697.3571703,Increasing Industry-Academia Collaboration: Types of Regional Software Engineering Companies and Their Needs from Academia,"S. Jantunen, Timo Hynninen",Esse,2022,"Improvements in the industry-academia collaboration have been argued to bring wide range of benefits for both communities, increasing innovation capacity for industry and providing academy access to real-world environments. However, building close collaborative ties between SE industry and academia has been slow and difficult. Academia has struggled to keep pace with SE engineering profession in reacting to new platforms and trends and in creating realistic SE learning environments for the students. Consequently, the students’ initial experiences in the industry have turned out to be rather different than their education. This paper describes early efforts to increase industry-academia collaboration in the Finnish region of South Savo. Through the process of searching, contacting, and interviewing regional SE companies, we began to see similarities and differences between SE companies in the region. In this paper, we describe five emerged archetypes of regional SE companies and report their preferences for industry-academia collaboration.",253901791,3,8,,
10.1016/j.techfore.2021.121390,What influences algorithmic decision-making? A systematic literature review on algorithm aversion,"Hasan Mahmud, Amanul Islam, Syed Ishtiaque Ahmed, K. Smolander",Technological forecasting & social change,2022,(missing abstract),223730151,400,184,,
10.1109/meco.2019.8760101,The Design of a Survey on Bridging the Gap between Software Industry Expectations and Academia,Deniz Akdur,2019 8th Mediterranean Conference on Embedded Computing (MECO),2019,"Software practitioners have a variety of different roles, whose academic backgrounds are not only based on “Computing Disciplines” but also non-computing ones such as Electrical and Electronics Engineering. Many engineering graduates in the software industry often face difficulties after beginning their professional careers due to misalignment of the skills learnt in the university education with what is needed in the job. It is also reported that software practitioners in the embedded industry, who were graduated from any non-computing disciplines are lacking knowledge in key software engineering (SE) topics and knowledge areas (KAs), which they learn or improve themselves during the job (e.g., after university education). Companies spend crucial resources to train these personnel, who are not “ready” for the industry. Hence, academia must know what skills are needed to adapt the educational programs via an effective curriculum. Although SE is shaped and used by both practitioners and academicians, these two separate worlds have different objectives and concerns. In order to increase Industry-Academia Collaboration (IAC) in SE, it is necessary to understand different perceptions of practitioners about academia. After inspiring different curriculum guidelines and related studies and then identifying the expectations and opinions of practitioners about the academic world (as expert opinions via semi-structured interviews), a survey, which explores the gap between the industry expectations and academic activities, was designed. In this article, the design phase activities of this survey, whose results will shed light on software development education and more IACs, are presented.",20255543,19,15,,
10.3389/fmolb.2024.1390858,The advent of preventive high-resolution structural histopathology by artificial-intelligence-powered cryogenic electron tomography,Jesús G. Galaz-Montoya,Frontiers in Molecular Biosciences,2024,"Advances in cryogenic electron microscopy (cryoEM) single particle analysis have revolutionized structural biology by facilitating the in vitro determination of atomic- and near-atomic-resolution structures for fully hydrated macromolecular complexes exhibiting compositional and conformational heterogeneity across a wide range of sizes. Cryogenic electron tomography (cryoET) and subtomogram averaging are rapidly progressing toward delivering similar insights for macromolecular complexes in situ, without requiring tags or harsh biochemical purification. Furthermore, cryoET enables the visualization of cellular and tissue phenotypes directly at molecular, nanometric resolution without chemical fixation or staining artifacts. This forward-looking review covers recent developments in cryoEM/ET and related technologies such as cryogenic focused ion beam milling scanning electron microscopy and correlative light microscopy, increasingly enhanced and supported by artificial intelligence algorithms. Their potential application to emerging concepts is discussed, primarily the prospect of complementing medical histopathology analysis. Machine learning solutions are poised to address current challenges posed by “big data” in cryoET of tissues, cells, and macromolecules, offering the promise of enabling novel, quantitative insights into disease processes, which may translate into the clinic and lead to improved diagnostics and targeted therapeutics.",271080403,5,236,,
(missing DOI),A Comprehensive Analysis for Software Fault Detection and Prediction using Computational Intelligence Techniques,"Sushant Kumar, P. Ranjan",(missing journal),2017,"The computational intelligence based software engineering (CISE) is fruitful methods in recent trend for delivery of quality software. CISE is being effectively applied for achieving optimized result for all phases in software development life cycle (SDLC). This paper is more focus on computational intelligence techniques for fault handling to overcome the cost and time of testing and enhance the software quality. The fault handling is performed by fault detection and prediction, some important fault detection and prediction issues have been discussed. The different testing issues regarding fault handling has discussed here with computational intelligence techniques. Software fault prediction is used for early testing issue and test case optimization is useful for testing optimization issue. This technique will help to increase the quality of software. The result from different computational intelligence techniques has shown that they are performing very well. This paper also reflects that the fault prediction is more useful than fault detection since it will reduce the cost and time of testing. Both the methods are playing important role however the prediction will help to identify the fault in early phase.",237372927,5,37,,
10.1145/3691620.3695058,Towards Synthetic Trace Generation of Modeling Operations using In-Context Learning Approach,"Vittoriano Muttillo, Claudio Di Sipio, Riccardo Rubei, Luca Berardinelli, MohammadHadi Dehghani",International Conference on Automated Software Engineering,2024,"Producing accurate software models is crucial in model-driven software engineering (MDE). However, modeling complex systems is an error-prone task that requires deep application domain knowledge. In the past decade, several automated techniques have been proposed to support academic and industrial practitioners by providing relevant modeling operations. Nevertheless, those techniques require a huge amount of training data that cannot be available due to several factors, e.g., privacy issues. The advent of large language models (LLMs) can support the generation of synthetic data although state-of-the-art approaches are not yet supporting the generation of modeling operations. To fill the gap, we propose a conceptual framework that combines modeling event logs, intelligent modeling assistants, and the generation of modeling operations using LLMs. In particular, the architecture comprises modeling components that help the designer specify the system, record its operation within a graphical modeling environment, and automatically recommend relevant operations. In addition, we generate a completely new dataset of modeling events by telling on the most prominent LLMs currently available. As a proof of concept, we instantiate the proposed framework using a set of existing modeling tools employed in industrial use cases within different European projects. To assess the proposed methodology, we first evaluate the capability of the examined LLMs to generate realistic modeling operations by relying on well-founded distance metrics. Then, we evaluate the recommended operations by considering real-world industrial modeling artifacts. Our findings demonstrate that LLMs can generate modeling events even though the overall accuracy is higher when considering human-based operations. In this respect, we see generative AI tools as an alternative when the modeling operations are not available to train traditional IMAs specifically conceived to support industrial practitioners.",279994329,2,66,,
10.1109/icstw55395.2022.00043,An Industrial Case-Study on GUI Testing With RPA,"M. Holmberg, Felix Dobslaw","2022 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)",2022,"Automating regression tests can bring many benefits, such as increased testing frequency and improved bug-finding capabilities, leading to an overall positive impact on software quality. However, transitioning manual testing into automated testing is not possible without effort. In this work, we attempted to transition a manual test suite into an automated graphical user interface-based regression test suite using a Robotic Process Automation framework. The study reports on the efforts needed to implement the test suite and test case maintenance efforts. Furthermore, the study reports on bug-finding capabilities and discusses the feasibility of applying Robotic Process Automation for automated graphical user interface-based regression testing more broadly. Due to challenges related to current testing practices within the organization, only a small subset of the manual test cases could be successfully transitioned. The results indicate that the implementation and maintenance efforts patterns are similar to those of previous studies from the literature - even similar benefits and challenges could be observed. These findings suggest that Robotic Process Automation is feasible for graphical user interface-based regression testing, but further (long-term) investigations are needed in this area.",195076485,1,23,,
10.1145/3233027.3233028,A study and comparison of industrial vs. academic software product line research published at SPLC,"Rick Rabiser, Klaus Schmid, Martin Becker, Goetz Botterweck, M. Galster, Iris Groher, Danny Weyns",Software Product Lines Conference,2018,"The study presented in this paper aims to provide evidence for the hypothesis that software product line research has been changing and that the works in industry and academia have diverged over time. We analysed a subset (140) of all (593) papers published at the Software Product Line Conference (SPLC) until 2017. The subset was randomly selected to cover all years as well as types of papers. We assessed the research type of the papers (academic or industry), the kind of evaluation (application example, empirical, etc.), and the application domain. Also, we assessed which product line life-cycle phases, development practices, and topics the papers address. We present an analysis of the topics covered by academic vs. industry research and discuss the evolution of these topics and their relation over the years. We also discuss implications for researchers and practitioners. We conclude that even though several topics have received more attention than others, academic and industry research on software product lines are actually rather in line with each other.",223804204,37,39,,
10.1109/ubmk63289.2024.10773510,Software Industry Perception of Academic Collaboration,Deniz Akdur,2024 9th International Conference on Computer Science and Engineering (UBMK),2024,"Software Engineering is shaped and used by both the industry and academia, whose goals and contributions are different. Since there are some mismatches in perceptions of software practitioners about academics and academic activities, the level of Industry-Academia Collaboration (IAC) is low. To investigate different opinions to increase such IACs, we conducted an online survey. The survey was responded by 628 software practitioners, whose undergraduate degree was completed in Türkiye, working in 13 countries. In this study, we explored how the perceptions about academia are varying with different cross-factors. The results showed that the perceptions are directly related to the profiles of the practitioners and previous experience on IACs. We believe that this study sheds light on improving mutual understanding of each side to bridge the gap between industry and academia.",282088841,1,14,,
10.1007/s10664-017-9570-9,An experience report on applying software testing academic results in industry: we need usable automated test generation,Andrea Arcuri,Empirical Software Engineering,2017,(missing abstract),280429964,74,48,,
10.1109/icse-seip.2017.20,Meeting Industry-Academia Research Collaboration Challenges with Agile Methodologies,"A. Sandberg, I. Crnkovic",2017 IEEE/ACM 39th International Conference on Software Engineering: Software Engineering in Practice Track (ICSE-SEIP),2017,"Continuous and long-term collaboration between industry and academia is crucial to develop front-line research in context-dependent areas like software development where both practitioners and researchers are searched for data collection, analysis and results. Despite many mutual benefits, this collaboration is often challenging, not only due to different goals, but also because of different pace in providing the results. The software development industry has during the last decade aligned around and organized their development adopting agile methodologies. For the researchers, the agile methodologies are a topic for a research, rather than a means of performing the research itself. We can state a question, whether the agile methodologies can be a good common ground for enabling successful research collaboration between industry and academia? This paper reports on a longitudinal industry - academia research collaboration case, which has stepwise adapted SCRUM over a six-year period. The implementation of SCRUM and the collaboration successes and challenges are presented, and findings are discussed.",176285900,37,22,,
10.1016/j.scico.2025.103322,Fuzzing Microservices: A Series of User Studies in Industry on Industrial Systems with EvoMaster,"Man Zhang, Andrea Arcuri, Yonggang Li, Kaiming Xue, Zhao Wang, Jian Huo, Weiwei Huang",Science of Computer Programming,2022,(missing abstract),277729183,11,88,,
10.1109/tse.2022.3208210,Impact of Software Engineering Research in Practice: A Patent and Author Survey Analysis,"Zoe Kotti, Georgios Gousios, D. Spinellis",IEEE Transactions on Software Engineering,2022,"Existing work on the practical impact of software engineering (SE) research examines industrial relevance rather than adoption of study results, hence the question of how results have been practically applied remains open. To answer this and investigate the outcomes of impactful research, we performed a quantitative and qualitative analysis of 4 354 SE patents citing 1 690 SE papers published in four leading SE venues between 1975–2017. Moreover, we conducted a survey on 475 authors of 593 top-cited and awarded publications, achieving 26% response rate. Overall, researchers have equipped practitioners with various tools, processes, and methods, and improved many existing products. SE practice values knowledge-seeking research and is impacted by diverse cross-disciplinary SE areas. Practitioner-oriented publication venues appear more impactful than researcher-oriented ones, while industry-related tracks in conferences could enhance their impact. Some research works did not reach a wide footprint due to limited funding resources or unfavorable cost-benefit trade-off of the proposed solutions. The need for higher SE research funding could be corroborated through a dedicated empirical study. In general, the assessment of impact is subject to its definition. Therefore, academia and industry could jointly agree on a formal description to set a common ground for subsequent research on the topic.",288322674,2,122,,
